id,lat,lon
276,37.3322326,-121.9125165
277,37.3336577,-121.9085859
278,37.3319323,-121.9048882
279,37.3391456,-121.8841054
280,37.337246,-121.8830739
281,37.3383952,-121.8807965
282,37.332426301252056,-121.89034938812256
283,37.3302641,-121.8977018
284,37.78487208436062,-122.40087568759917
285,37.78352083526095,-122.43115782737732
286,37.3364659,-121.8766132
287,37.32673,-121.8892731
288,37.3509643,-121.9020161
289,37.3510173,-121.8959209
290,37.3477319,-121.899464
291,37.3413348,-121.9031829
292,37.3448821,-121.8969655
294,37.327581,-121.884559
295,37.3327938,-121.8759263
296,37.3259984,-121.87712
297,37.3229796,-121.8879312
298,37.322124625448566,-121.88109040260315
299,37.3236779,-121.8741186
300,37.3172979,-121.884995
301,37.3184498,-121.8831724
302,37.312854042932614,-121.88294112682343
303,37.352601,-121.905733
304,37.3487586867448,-121.89479783177376
305,37.342725,-121.895617
306,37.339301,-121.889937
307,37.332692,-121.900084
308,37.336802,-121.8940901
309,37.337391,-121.886995
310,37.335885,-121.88566
311,37.333798,-121.886943
312,37.329732,-121.901782
313,37.331415,-121.8932
314,37.333988,-121.894902
315,37.834174,-122.272968
316,37.330165,-121.885831
317,37.333955,-121.877349
318,37.330698,-121.888979
321,37.78014570345598,-122.40307085237873
323,37.79801364395978,-122.40595042705534
324,37.788299978150825,-122.40853071212767
327,37.33203868095132,-121.8817663192749
336,37.76328094058097,-122.4073773622513
337,37.80696976095594,-122.26658821105957
338,37.80318908113163,-122.27057933807373
339,37.80000163118878,-122.26643800735472
340,37.849735,-122.270582
341,37.33618830029063,-121.88927650451659
343,37.783171989315306,-122.39357203245163
345,37.76647421515012,-122.39829540252686
347,37.75443563479177,-122.40436390042304
349,37.78100971717512,-122.40566611289978
350,37.771431362921085,-122.40578681230545
351,37.86906047545393,-122.29339957237242
355,37.755367132158526,-122.38879501819609
356,37.769188178104585,-122.42228507995605
357,37.34113203547954,-121.89284384250641
358,37.72925213437005,-122.39237844943999
359,37.73016750815088,-122.39896327257156
360,37.73857187126725,-122.38961778581141
361,37.739853017984125,-122.38565549254417
362,37.7317266935217,-122.3900556564331
363,37.78749210438603,-122.3982846736908
364,37.77288579232439,-122.38994032144547
365,37.78045005996349,-122.43194639682768
